EURJPY_time,EURJPY_Open,EURJPY_High,EURJPY_Low,EURJPY_Close,EURJPY_Volume
28.01.2000 00:00:00.000,103.720,104.790,102.880,104.380,293182.125
29.01.2000 00:00:00.000,104.380,104.380,104.380,104.380,0
30.01.2000 00:00:00.000,104.380,104.380,104.380,104.380,0
31.01.2000 00:00:00.000,104.550,105.180,103.810,104.120,187394.75
01.02.2000 00:00:00.000,104.180,105.350,103.840,104.790,105787.3594
02.02.2000 00:00:00.000,104.770,106.130,104.460,105.540,247844.6719
03.02.2000 00:00:00.000,105.520,106.910,104.950,106.500,256912.1563
04.02.2000 00:00:00.000,106.500,106.720,104.820,105.310,398969.4688
05.02.2000 00:00:00.000,105.310,105.310,105.310,105.310,0
06.02.2000 00:00:00.000,105.310,105.310,105.310,105.310,0
07.02.2000 00:00:00.000,105.550,106.720,105.200,106.580,311317.0938
08.02.2000 00:00:00.000,106.560,108.400,106.560,107.910,181349.7656
09.02.2000 00:00:00.000,107.870,108.460,107.270,108.170,220642.2031
10.02.2000 00:00:00.000,108.170,108.340,106.810,107.540,353632.0313
11.02.2000 00:00:00.000,107.570,108.640,107.030,107.420,244822.1719
12.02.2000 00:00:00.000,107.420,107.420,107.420,107.420,0
13.02.2000 00:00:00.000,107.420,107.420,107.420,107.420,0
14.02.2000 00:00:00.000,107.550,107.610,106.330,106.520,102764.8672
15.02.2000 00:00:00.000,106.520,107.330,106.140,107.090,392924.4688
16.02.2000 00:00:00.000,107.130,108.030,106.730,107.950,175304.7656
17.02.2000 00:00:00.000,107.920,109.550,107.780,109.140,193439.75
18.02.2000 00:00:00.000,109.180,109.820,108.590,109.130,217619.7188
