CNYUSD_time,CNYUSD_Open,CNYUSD_High,CNYUSD_Low,CNYUSD_Close,CNYUSD_Volume
25/07/2011 00:00,0.154990700557967,0.155110904296572,0.155110904296572,0.155110904296572,0
26/07/2011 00:00,0.155159038013964,0.154990700557967,0.155303618574313,0.155207201614155,0
27/07/2011 00:00,0.155303618574313,0.155086848635236,0.155327741534638,0.155207201614155,0
28/07/2011 00:00,0.155183116076971,0.154655119084442,0.155231294628997,0.155183116076971,0
29/07/2011 00:00,0.155183116076971,0.155086848635236,0.155351871990057,0.15527950310559,0
01/08/2011 00:00,0.155303618574313,0.155255395124981,0.155424308361828,0.155303618574313,0
02/08/2011 00:00,0.155376009944065,0.155207201614155,0.155400155400155,0.155207201614155,0
03/08/2011 00:00,0.155303618574313,0.155207201614155,0.155424308361828,0.155303618574313,0
04/08/2011 00:00,0.155351871990057,0.155207201614155,0.155448468832582,0.155207201614155,0
05/08/2011 00:00,0.155327741534638,0.155159038013964,0.155327741534638,0.155159038013964,0
08/08/2011 00:00,0.155159038013964,0.155159038013964,0.155642023346304,0.155303618574313,0
09/08/2011 00:00,0.155303618574313,0.155231294628997,0.155496812315348,0.155303618574313,0
10/08/2011 00:00,0.155496812315348,0.155400155400155,0.155884645362432,0.155400155400155,0
11/08/2011 00:00,0.15581177937052,0.155714730613516,0.156519017060573,0.156274417877793,0
12/08/2011 00:00,0.156445556946183,0.156298843388559,0.156519017060573,0.156396621832968,0
15/08/2011 00:00,0.156470035988108,0.156372165754496,0.156519017060573,0.156372165754496,0
16/08/2011 00:00,0.156494522691706,0.156372165754496,0.156666144446185,0.156372165754496,0
17/08/2011 00:00,0.156568028808517,0.156445556946183,0.156641604010025,0.156445556946183,0
18/08/2011 00:00,0.156543519098309,0.155933260564478,0.156568028808517,0.156421085562334,0
19/08/2011 00:00,0.156543519098309,0.156347717323327,0.156543519098309,0.156347717323327,0
22/08/2011 00:00,0.156445556946183,0.156103652825476,0.156445556946183,0.156128024980484,0
23/08/2011 00:00,0.15625,0.156201187129022,0.156372165754496,0.156201187129022,0
24/08/2011 00:00,0.156347717323327,0.156201187129022,0.156543519098309,0.156445556946183,0
25/08/2011 00:00,0.156543519098309,0.156372165754496,0.156543519098309,0.156372165754496,0
26/08/2011 00:00,0.156470035988108,0.156372165754496,0.156592546194801,0.156470035988108,0
29/08/2011 00:00,0.156592546194801,0.156445556946183,0.156813548690607,0.156813548690607,0
30/08/2011 00:00,0.157059839798963,0.156592546194801,0.157059839798963,0.156715248393669,0
31/08/2011 00:00,0.156715248393669,0.156617071260767,0.156813548690607,0.156739811912226,0
01/09/2011 00:00,0.156764383132152,0.156617071260767,0.156788962057071,0.156715248393669,0
02/09/2011 00:00,0.156715248393669,0.156568028808517,0.156715248393669,0.156568028808517,0
05/09/2011 00:00,0.156690692572861,0.156543519098309,0.156690692572861,0.156568028808517,0
06/09/2011 00:00,0.156543519098309,0.156372165754496,0.156568028808517,0.156494522691706,0
07/09/2011 00:00,0.156494522691706,0.156372165754496,0.156494522691706,0.156421085562334,0
08/09/2011 00:00,0.156421085562334,0.156274417877793,0.156666144446185,0.156568028808517,0
09/09/2011 00:00,0.156690692572861,0.156421085562334,0.156739811912226,0.156421085562334,0
12/09/2011 00:00,0.156543519098309,0.15617679212869,0.156543519098309,0.156519017060573,0
13/09/2011 00:00,0.15617679212869,0.15617679212869,0.156421085562334,0.156274417877793,0
14/09/2011 00:00,0.156201187129022,0.156201187129022,0.156445556946183,0.156347717323327,0
15/09/2011 00:00,0.156445556946183,0.156323276535876,0.156543519098309,0.156421085562334,0
